task_id,mutation_family,model,strategy,final_pass,patch_completeness,invariant_restoration,localization_quality,semantic_partial_fix,counterfactual_robustness,localization_tag,localization_detail,missing_edit_kind,missing_target_count,touched_target_count,total_target_count,target_coverage_ratio,edited_target_files,missing_target_files,edited_trap_files,touched_trap_files,audit_disagrees_tests,incomplete_fix_detected
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-mini,simulation_trace,1.0,0.0,0.5,1.0,1.0,1.0,partial_edit,targets_partial,single_edit_missing,1,1,2,0.5,braindecode/training/losses.py,test/unit_tests/training/test_losses.py,,False,True,True
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,role_decomposed,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,semantic_diff,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_scalar_shadow,semantic_shadow_mutation,gpt-4.1-nano,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,contract_first,1.0,0.0,0.5,1.0,1.0,1.0,partial_edit,targets_partial,single_edit_missing,1,1,2,0.5,braindecode/training/losses.py,test/unit_tests/training/test_losses.py,,False,True,True
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,direct_baseline,1.0,0.0,0.5,1.0,1.0,1.0,partial_edit,targets_partial,single_edit_missing,1,1,2,0.5,braindecode/training/losses.py,test/unit_tests/training/test_losses.py,,False,True,True
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,role_decomposed,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,semantic_diff,1.0,0.0,0.5,1.0,1.0,1.0,partial_edit,targets_partial,single_edit_missing,1,1,2,0.5,braindecode/training/losses.py,test/unit_tests/training/test_losses.py,,False,True,True
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-mini,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,role_decomposed,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,semantic_diff,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_mixup_weight_trap,false_localization_trap,gpt-4.1-nano,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,role_decomposed,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,semantic_diff,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-mini,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,role_decomposed,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,semantic_diff,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_front_window,temporal_state_inconsistency,gpt-4.1-nano,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,braindecode/training/losses.py;test/unit_tests/training/test_losses.py,,False,False,False
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,contract_first,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,direct_baseline,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,failure_mode_first,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,multi_view,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,pattern_skeleton,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,role_decomposed,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,semantic_diff,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-mini,simulation_trace,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,contract_first,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,direct_baseline,0.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,False,False
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,failure_mode_first,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,multi_view,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,pattern_skeleton,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,role_decomposed,0.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,False,False
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,semantic_diff,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_braindecode_temporal_mask_misorder,temporal_state_inconsistency,gpt-4.1-nano,simulation_trace,1.0,0.0,1.0,1.0,0.0,1.0,dual_only,full_targets_clean,none,0,1,1,1.0,braindecode/training/losses.py,,,False,True,True
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,multi_view,1.0,0.0,0.5,1.0,1.0,1.0,partial_edit,targets_partial,single_edit_missing,1,1,2,0.5,simtradedata/cache/cache.py,tests/test_cache.py,,False,True,True
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,role_decomposed,1.0,0.0,0.5,1.0,1.0,1.0,partial_edit,targets_partial,single_edit_missing,1,1,2,0.5,simtradedata/cache/cache.py,tests/test_cache.py,,False,True,True
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,semantic_diff,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-mini,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,role_decomposed,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,semantic_diff,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_clear_incomplete,incomplete_patch_trap,gpt-4.1-nano,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,pattern_skeleton,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,role_decomposed,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,semantic_diff,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-mini,simulation_trace,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-nano,contract_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-nano,direct_baseline,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-nano,failure_mode_first,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
cc_simtrade_cache_delete_incomplete,incomplete_patch_trap,gpt-4.1-nano,multi_view,0.0,0.0,0.0,0.0,0.0,1.0,none,none,all_targets_missing,2,0,2,0.0,,simtradedata/cache/cache.py;tests/test_cache.py,,False,False,False
