task_id,strategy,model,mutation_family,verdict,confidence,c1_complete,c2_equivalent,c3_minimal,c4_targeted,c5_family_aware,reasoning,tokens
cc_simtrade_router_skip_primary,contract_first,gpt-4.1-mini,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the _skip_primary attribute and its usage in _try_fetch, exactly matching the ground-truth fix in scope, semantics, and location, and directly addresses the compensating_dual_mutation pattern.",1185
cc_simtrade_router_skip_primary,direct_baseline,gpt-4.1-mini,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the initialization and usage of _skip_primary, exactly matching the ground-truth fix and fully addressing the compensating_dual_mutation pattern without unnecessary changes.",1176
cc_simtrade_router_skip_primary,failure_mode_first,gpt-4.1-mini,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the initialization and usage of _skip_primary, exactly as the ground-truth patch does, addressing the compensating dual mutation in a complete, equivalent, minimal, and targeted manner.",1229
cc_simtrade_router_skip_primary,multi_view,gpt-4.1-mini,compensating_dual_mutation,FAIL,0.0,False,False,False,False,False,"API error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4.1 in organization org-DT3VkzJXtJuxLn4ODdvY3QY1 on tokens per min (TPM): Limit 30000, Used 29910, Requested 1140. Please try again in 2.1s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",0
cc_simtrade_router_skip_primary,pattern_skeleton,gpt-4.1-mini,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the initialization and usage of _skip_primary, exactly matching the ground-truth fix in both intent and location, and directly addresses the compensating_dual_mutation pattern.",1179
cc_simtrade_router_skip_primary,role_decomposed,gpt-4.1-mini,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the initialization and usage of _skip_primary, exactly as the ground-truth patch does, addressing the compensating_dual_mutation pattern in a complete, equivalent, minimal, and targeted manner.",1232
cc_simtrade_router_skip_primary,semantic_diff,gpt-4.1-mini,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the initialization and usage of _skip_primary, matching the ground-truth fix, and does so in a minimal and targeted manner, fully addressing the compensating_dual_mutation pattern.",1182
cc_simtrade_router_skip_primary,simulation_trace,gpt-4.1-mini,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch disables the _skip_primary mechanism both at initialization and in the fetch logic, matching the intent and effect of the ground-truth patch, with no unnecessary changes and directly addressing the compensating_dual_mutation pattern.",1182
cc_simtrade_router_skip_primary,direct_baseline,gpt-4.1-nano,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the initialization and usage of _skip_primary, exactly matching the ground-truth fix and fully addressing the compensating_dual_mutation pattern.",1173
cc_simtrade_router_skip_primary,pattern_skeleton,gpt-4.1-nano,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the _skip_primary attribute from __init__ and the conditional logic in _try_fetch, exactly matching the ground-truth patch in scope, semantics, and location, and directly addresses the compensating_dual_mutation pattern.",1190
cc_simtrade_router_skip_primary,role_decomposed,gpt-4.1-nano,compensating_dual_mutation,PASS,1.0,True,True,True,True,True,"The proposed patch removes both the initialization and usage of _skip_primary, exactly as the ground-truth patch does, addressing the compensating_dual_mutation pattern completely and minimally at the correct locations.",1228
cc_tmuxp_extension_incomplete_patch,contract_first,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reintroduces '.tmuxp.yml' to LOCAL_WORKSPACE_FILES, but the ground-truth patch actually removes it and also updates a docstring; thus, the proposed patch is the inverse of the correct fix and does not address all required changes.",1194
cc_tmuxp_extension_incomplete_patch,direct_baseline,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reintroduces '.tmuxp.yml' to LOCAL_WORKSPACE_FILES, but the ground-truth patch actually removes it and also updates a docstring; thus, the proposed patch is the inverse of the correct fix and does not address all required changes.",1194
cc_tmuxp_extension_incomplete_patch,failure_mode_first,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reintroduces '.tmuxp.yml' to LOCAL_WORKSPACE_FILES, but the ground-truth patch actually removes it and also updates a docstring; thus, the proposed patch is the opposite of the correct fix and does not address all required changes.",1194
cc_tmuxp_extension_incomplete_patch,multi_view,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reintroduces '.tmuxp.yml' to LOCAL_WORKSPACE_FILES, but the ground-truth patch explicitly removes it and also updates a docstring; thus, the proposed patch is the inverse of the correct fix and does not address all required changes.",1194
cc_tmuxp_extension_incomplete_patch,pattern_skeleton,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch only restores '.tmuxp.yml' to LOCAL_WORKSPACE_FILES but does not update the helper text in the docstring, so it is incomplete and not equivalent to the ground-truth patch, which also updates the docstring; it is not minimal, targeted, or family-aware as it fails to address the incomplete_patch_trap mutation fully.",1212
cc_tmuxp_extension_incomplete_patch,role_decomposed,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reintroduces '.tmuxp.yml' to LOCAL_WORKSPACE_FILES, which is the opposite of the ground-truth patch that removes it; it also does not update the helper text, thus failing all criteria.",1186
cc_tmuxp_extension_incomplete_patch,semantic_diff,gpt-4.1-mini,incomplete_patch_trap,FAIL,0.95,False,False,True,False,False,"The proposed patch only restores '.tmuxp.yml' to LOCAL_WORKSPACE_FILES but fails to update the helper text in the docstring, so it is incomplete and not equivalent to the ground-truth patch.",1182
cc_tmuxp_extension_incomplete_patch,simulation_trace,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,True,False,False,"The proposed patch only restores '.tmuxp.yml' to LOCAL_WORKSPACE_FILES but fails to update the helper text in the docstring, so it is incomplete and not equivalent to the ground-truth patch.",1182
cc_tmuxp_extension_incomplete_patch,contract_first,gpt-4.1-nano,incomplete_patch_trap,FAIL,0.95,False,False,True,False,False,"The proposed patch only restores '.tmuxp.yml' to LOCAL_WORKSPACE_FILES but fails to update the helper text in the docstring, so it is incomplete and not equivalent to the ground-truth patch.",1182
cc_tmuxp_extension_incomplete_patch,semantic_diff,gpt-4.1-nano,incomplete_patch_trap,FAIL,0.95,False,False,True,False,False,"The proposed patch only restores '.tmuxp.yml' to LOCAL_WORKSPACE_FILES but fails to update the helper text in the docstring, so it is incomplete and not equivalent to the ground-truth patch.",1182
cc_tmuxp_stop_home_trap,contract_first,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,True,False,False,"The proposed patch only changes the stop condition logic but fails to update the misleading log message, so it does not fully address the regression or the mutation family requirements.",1194
cc_tmuxp_stop_home_trap,direct_baseline,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,True,False,False,"The proposed patch makes no changes and does not address the regression in the stop condition or the misleading log message, thus failing to fix the mutation or match the ground-truth patch.",1226
cc_tmuxp_stop_home_trap,failure_mode_first,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,True,False,False,"The proposed patch makes no changes and does not address the regression in the stop condition or the misleading log message, failing to fix the mutation or match the ground-truth patch.",1225
cc_tmuxp_stop_home_trap,multi_view,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch only partially reverts the stop condition logic and does not update the misleading log message, failing to fully restore the correct behavior and address the false localization trap.",1195
cc_tmuxp_stop_home_trap,pattern_skeleton,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reverts the stop condition to the buggy version (using 'and' instead of 'or'), does not update the misleading log message, and thus fails to address the regression and the mutation family requirements.",1204
cc_tmuxp_stop_home_trap,role_decomposed,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reverts the stop condition logic to the buggy version (using 'and' instead of 'or'), fails to update the misleading log message, and only adds or changes comments rather than fixing the actual code logic, thus not addressing the mutation or matching the ground-truth fix.",1225
cc_tmuxp_stop_home_trap,semantic_diff,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,True,False,False,"The proposed patch makes no changes and does not address the regression in the stop condition or the misleading log message, failing to fix the mutation or target the correct locations.",1223
cc_tmuxp_stop_home_trap,simulation_trace,gpt-4.1-mini,false_localization_trap,FAIL,1.0,False,False,True,False,False,"The proposed patch only restores the break at the filesystem root but fails to restore the correct stop condition involving 'stop_at_home' and 'current == home', and does not update the misleading log message, thus it is incomplete and not equivalent to the ground-truth fix.",1163
cc_tmuxp_stop_home_trap,direct_baseline,gpt-4.1-nano,false_localization_trap,FAIL,1.0,False,False,True,False,False,"The proposed patch makes no changes and does not address the regression in the stop condition or the misleading log message, failing to fix the false_localization_trap mutation.",1223
cc_tmuxp_stop_home_trap,multi_view,gpt-4.1-nano,false_localization_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch only partially reverts the stop condition logic and does not update the misleading log message, failing to fully address the regression and the mutation family's intent.",1193
cc_tmuxp_stop_home_trap,pattern_skeleton,gpt-4.1-nano,false_localization_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reverts the stop condition to the buggy version (using 'and' instead of 'or'), does not update the misleading log message, and thus fails to address the regression and the mutation family requirements.",1204
cc_tmuxp_stop_home_trap,role_decomposed,gpt-4.1-nano,false_localization_trap,FAIL,1.0,False,False,False,False,False,"The proposed patch reverts the stop condition logic to the buggy version (using 'and' instead of 'or'), fails to update the misleading log message, and only adds or changes comments rather than fixing the actual code logic as in the ground-truth patch.",1219
