task_id,strategy,model,mutation_family,verdict,confidence,c1_complete,c2_equivalent,c3_minimal,c4_targeted,c5_family_aware,has_gt,has_patch,reasoning,tokens
cc_tmuxp_extension_incomplete_patch,multi_view,gpt-4.1-mini,incomplete_patch_trap,FAIL,1.0,False,False,False,False,False,True,True,"The proposed patch reintroduces '.tmuxp.yml' into LOCAL_WORKSPACE_FILES, which is the opposite of the ground-truth patch that removes it; it also fails to update the docstring comment, thus it is incomplete, not equivalent, not minimal, not targeted, and not family-aware.",1245
cc_tmuxp_extension_incomplete_patch,pattern_skeleton,gpt-4.1-mini,incomplete_patch_trap,FAIL,0.95,False,False,True,False,False,True,True,"The proposed patch only modifies LOCAL_WORKSPACE_FILES by adding '.tmuxp.yml' back, but it does not update the docstring in the in_dir function to reflect the change, making it incomplete and not fully equivalent or targeted compared to the ground-truth patch.",1238
cc_tmuxp_extension_incomplete_patch,role_decomposed,gpt-4.1-mini,incomplete_patch_trap,FAIL,0.95,False,False,False,False,False,True,True,"The proposed patch reintroduces '.tmuxp.yml' into LOCAL_WORKSPACE_FILES, which is the opposite of the ground-truth patch that removes it; it also fails to update the helper text comment, making it incomplete, not equivalent, not minimal, not targeted, and not family-aware.",1244
cc_tmuxp_extension_incomplete_patch,semantic_diff,gpt-4.1-mini,incomplete_patch_trap,FAIL,0.95,False,False,True,False,False,True,True,"The proposed patch only modifies LOCAL_WORKSPACE_FILES by adding '.tmuxp.yml' back, but it does not update the docstring in the in_dir function as the ground-truth patch does, making it incomplete and not fully equivalent or targeted.",1234
cc_tmuxp_extension_incomplete_patch,simulation_trace,gpt-4.1-mini,incomplete_patch_trap,FAIL,0.95,False,False,False,False,False,True,True,"The proposed patch reintroduces '.tmuxp.yml' to LOCAL_WORKSPACE_FILES, which is the opposite of the ground-truth patch that removes it; it also does not update the docstring as the ground-truth does, thus it is incomplete, not equivalent, not minimal, not targeted, and not family-aware.",1250
cc_tmuxp_extension_incomplete_patch,contract_first,gpt-4.1-nano,incomplete_patch_trap,FAIL,0.9,False,False,True,True,False,True,True,"The proposed patch only modifies the LOCAL_WORKSPACE_FILES list by adding '.tmuxp.yml' back, but it does not update the docstring in the in_dir function as the ground-truth patch does, making it incomplete and not fully addressing the mutation.",1236
cc_tmuxp_extension_incomplete_patch,semantic_diff,gpt-4.1-nano,incomplete_patch_trap,FAIL,0.9,False,False,True,True,False,True,True,"The proposed patch reintroduces '.tmuxp.yml' into LOCAL_WORKSPACE_FILES, which is the opposite of the ground-truth patch that removes it; it also fails to update the helper text comment, making it incomplete and not family-aware.",1234
cc_tmuxp_stop_home_trap,contract_first,gpt-4.1-mini,false_localization_trap,FAIL,0.95,False,False,True,True,True,True,True,"The proposed patch reverts the condition to the buggy state ('and' instead of 'or'), failing to restore the correct stop condition as in the ground-truth patch, thus it is incomplete and not semantically equivalent.",1250
cc_tmuxp_stop_home_trap,direct_baseline,gpt-4.1-mini,false_localization_trap,FAIL,0.95,False,False,True,False,False,True,True,"The proposed patch makes no changes and thus fails to address the required fix of correcting the stop condition and the misleading log message, which the ground-truth patch does; it also does not modify the targeted lines, so it is incomplete, not equivalent, and not family-aware.",1289
cc_tmuxp_stop_home_trap,failure_mode_first,gpt-4.1-mini,false_localization_trap,FAIL,0.95,False,False,True,False,False,True,True,"The proposed patch makes no changes and does not address the two key fixes in the ground-truth patch: the corrected log message and the corrected stop condition in the directory traversal loop, thus it is incomplete, not equivalent, and not targeted.",1282
cc_tmuxp_stop_home_trap,multi_view,gpt-4.1-mini,false_localization_trap,FAIL,0.95,False,False,True,True,True,True,True,"The proposed patch reverses the correct stop condition from 'or' back to 'and', which is the original mutation error, thus it does not fully fix the issue and is not semantically equivalent to the ground-truth patch.",1251
cc_tmuxp_stop_home_trap,pattern_skeleton,gpt-4.1-mini,false_localization_trap,FAIL,0.95,False,False,True,True,False,True,True,"The proposed patch reverses the correct stop condition fix from 'if stop_at_home or current == home:' to 'if stop_at_home and current == home:', which is incorrect and incomplete compared to the ground-truth; it also fails to update the misleading log message, thus not fully addressing the mutation.",1266
cc_tmuxp_stop_home_trap,role_decomposed,gpt-4.1-mini,false_localization_trap,FAIL,0.95,False,False,True,True,False,True,True,"The proposed patch reverses the correct stop condition logic compared to the ground-truth, changing 'if stop_at_home or current == home' to 'if stop_at_home and current == home', which is incorrect and incomplete; it also changes the log message differently and thus does not fully or correctly fix the mutation.",1274
cc_tmuxp_stop_home_trap,semantic_diff,gpt-4.1-mini,false_localization_trap,FAIL,0.95,False,False,True,False,False,True,True,"The proposed patch makes no changes and thus fails to address the required fix of correcting the stop condition and the misleading log message, which the ground-truth patch does; it also does not modify the targeted locations or account for the false_localization_trap mutation.",1286
cc_tmuxp_stop_home_trap,simulation_trace,gpt-4.1-mini,false_localization_trap,FAIL,0.9,False,False,True,False,False,True,True,"The proposed patch only adds a break after the root check but misses the crucial fix of changing the stop condition from 'if stop_at_home and current == home' to 'if stop_at_home or current == home' and the logging message update, so it is incomplete, not equivalent, and not targeted.",1214
cc_tmuxp_stop_home_trap,direct_baseline,gpt-4.1-nano,false_localization_trap,FAIL,0.95,False,False,True,False,False,True,True,"The proposed patch makes no changes and thus fails to address the critical fixes in the ground-truth patch, including correcting the stop condition and updating the misleading debug log message, which are essential for fixing the false_localization_trap mutation.",1281
cc_tmuxp_stop_home_trap,multi_view,gpt-4.1-nano,false_localization_trap,FAIL,0.95,False,False,True,False,False,True,True,"The proposed patch reverses the correct stop condition fix from 'if stop_at_home or current == home:' to 'if stop_at_home and current == home:', which is incorrect and incomplete; it also fails to update the misleading debug log message, thus not fully addressing the mutation.",1261
cc_tmuxp_stop_home_trap,pattern_skeleton,gpt-4.1-nano,false_localization_trap,FAIL,0.95,False,False,True,True,True,True,True,"The proposed patch reverses the correct fix for the stop condition by changing 'if stop_at_home or current == home:' back to 'if stop_at_home and current == home:', which reintroduces the bug; it also fails to update the misleading log message, making it incomplete and semantically incorrect compared to the ground-truth.",1272
cc_tmuxp_stop_home_trap,role_decomposed,gpt-4.1-nano,false_localization_trap,FAIL,0.95,False,False,False,False,False,True,True,"The proposed patch reverses the critical stop condition logic compared to the ground-truth, changing 'if stop_at_home or current == home' to 'if stop_at_home and current == home', which is incorrect and incomplete; it also modifies the debug log message differently and adds an unnecessary comment, thus failing to fully and correctly fix the false_localization_trap mutation.",1285
